cnpj_basico;razao_social;endereco_completo;cep;ddd;tel;email;desc_porte;nomenclatura_natureza
52963184;CASA DOS MIMOSS LTDA;RUA PASTOR JORGE, 890 - JARDIM BONGIOVANI;19050352;18;39165185;APPROACH@APPROACHCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53044937;SEQUOIA ADMINISTRACAO E PARTICIPACAO LTDA;RUA ANTONIO DIAS TEIXEIRA, 199 - PARQUE RESIDENCIAL DAMHA III;19053824;14;99060508;ADMINISTRACAO@RIBEIROSERVICOSADM.COM;EPP - Empresa de Pequeno Porte;Sociedade Simples Limitada
53159231;GCMC SERVICOS MEDICOS LTDA;RUA NICOLA ROSSICA, 209 - JARDIM ESTORIL;19020790;18;39030731;ESCRITORIOGIMENEZ@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53162907;ALASTRO CONSULTORIA EM PUBLICIDADE LTDA;RUA AVELINO SANTOS, 375 - PARQUE ALTO BELA VISTA;19025590;18;88236801;MARCELOMARINI18@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53244106;J.V CANO GUINE SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;97313194;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53282879;GIOVANNA BADAN SERVICOS MEDICOS LTDA;RUA DJALMA DUTRA, 218 - VILA OCIDENTAL;19015040;18;32220304;LUCIANA@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53317389;MM SERV. ADMINISTRATIVOS LTDA;RUA ESTANISLAU REBES, 68-A - VILA PARAISO;19013090;18;97062226;MIRELLA.RAMOS.C@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53325616;ANA CAROLINE PAZOTI LTDA;RUA MAGDALENA BRIGATTO RAMOS, 56 - PORTO MADERO RESIDENCE;19053865;18;32235445;CONT-TEC@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53365609;CONVENIENCIA ZERO 18 LTDA;RUA JULIO PERUCHE, 474 - JARDIM MARACANA;19026260;18;88294337;MATHEUSSILVAA93@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53400868;ANA LAURA FERREIRA TACCA RAMSDORF & CIA LTDA;RUA PERFEITO BRASIL FOLINO, 419 - VILA YOLANDA;19013400;18;81581652;ANA_LAURA512@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
53401358;SAAB MULTIMARCAS LTDA;AVENIDA JOAQUIM CONSTANTINO, 1868 - VILA FORMOSA;19050220;18;39911145;ORPAC.EFISCAL@YAHOO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53401788;R DE BRANDAO SOFTWARES LTDA;RUA DOS IMIGRANTES, 185 - PARQUE DAS CEREJEIRAS;19061300;18;97019800;RO.BRANDAO@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53412537;EVADEMARIA PUBLICIDADES LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;71;84827782;PULINET@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53422912;WEBFLIX SOLUCOES EM SISTEMAS E TECNOLOGIA DA INFORMACAO LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2700 - JARDIM ITAIPU;19063390;18;81449536;CERESACONSULTORIA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53493118;J&A SERVICES LTDA;RUA NELSON BOTOSSO, 257 - PARQUE RESIDENCIAL NOSAKI;19070110;18;91136255;LEANDROZAINA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53499624;HEIZY COMERCIO LTDA;RUA EUSTACHIO BECEGATO, 173 - JARDIM ITAPURA;19042170;18;98177188;FABIOPRIETOBISPO@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
53565358;MARIANA PIAI NUTRICIONISTA LTDA;RUA JOSE ALFREDO DA SILVA, 373 - VILA TAZITSU;19023210;18;81367773;MARIANAMARTINSJP12@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53611803;GABRIELA F ZAGALLO PSICOLOGIA  LTDA;RUA RIO CLARO, 44 - VILA TABAJARA;19014230;18;81064903;GABRIELAZAGALLOPSI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53627979;LF CALEGARI SISTEMAS LTDA;RUA OTORINO PERETTI, 504 - JARDIM ITAIPU;19063140;18;81789745;CONTATO@CONTABILPRATICA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53770977;ACENDER COMERCIO E INSTALACOES ELETRICAS LTDA;RUA CASTRO ALVES, 155 - VILA MIRIAN;19013250;18;96341133;IVONETEDURAN@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53820983;MOREIRA SANTOS SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;65;96844993;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53869313;R. F. AGRIMENSURA LTDA;RUA JOAO HALDA, 67 - PARQUE IMPERIAL;19028225;18;96149286;RENILSON_7@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53879357;MTC CONSULTORIA E PLANEJAMENTO FINANCEIRO LTDA;RUA LUIZ CUNHA, 266 - VILA NOVA;19010310;41;84371900;THAISDESOUZAESILVA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53906993;SPIN COFFE E SHAKE PP LTDA;AVENIDA ANTONIO CANHETTI, 201 - JARDIM CAMBUY;19061545;18;81455122;SPINCOFFESHAKEPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53925572;CENTRO MEDICO INTEGRADO LMS LTDA;RUA DOUTOR GURGEL, 1078 - CENTRO;19015140;18;32220304;LUCIANA@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
53928256;C G RIBEIRO SERVICOS DE PSICOLOGIA LTDA;RUA ORLANDO MARQUES CALDEIRA, 26 - CONJUNTO HABITACIONAL JOAO DOMINGOS NETTO;19036056;18;81482801;CGUILHERMERIBEIRO.PSI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53957393;YMD TRANSPORTES LTDA;RUA PRUDENTE DE MORAIS, 870 - VILA MARISTELA;19020370;18;91853587;RENATABOX38@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53979901;VA COSTA ENGENHARIA LTDA;RUA DANIEL MARTIN, 1218 - VILA FORMOSA;19050010;18;32691133;CPAULISTA@ESCRITORIOPAULISTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54079435;BLACKEAGLETC LTDA;RUA DONATO ARMELIN, 1174 - VILA LIBERDADE;19050260;18;97204682;BLACKEAGLETRAININGCENTER@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54124430;SENHORITA ELEGANTE MODA FEMININA LTDA;RUA BARAO DO RIO BRANCO, 256 - CENTRO;19010000;18;96101104;ROSIVANE_TURISMO@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
54186789;UNIDAS GESTORA DE NEGOCIOS LTDA;RUA JOAO GOETZ, 907 - VILA GUAIRA;19061460;18;21040700;CADASTRO@ESCRITORIOGARCIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54232810;BARRETO E OLIVEIRA SERVICOS MEDICOS LTDA;AVENIDA DOMINGOS FERREIRA DE MEDEIROS, 500 - RESIDENCIAL PARQUE DOS GIRASSOIS;19062336;18;32225785;JOPAMA@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32926146;BRAZUKA PISCINAS LTDA;RUA MARIETA TENORIO, 87 - JARDIM ITAIPU;19063260;19;99010606;CONTATO@VCFCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54271737;IRMAOS DF SERVICOS MEDICOS LTDA;RUA PAULO RIPARI, 218 - CENTRAL PARK RESIDENCE;19060710;18;97961996;GDECCO96@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
51510640;WCO COMERCIO E IMPORTACAO LTDA;RUA ALCIDES TENORIO DE BRITO GUERRA, 51 - PARQUE SAO MATHEUS;19025420;18;96691730;WILLIAMFUTEMA92@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54311889;JESSICA GOULART ODONTOLOGIA LTDA;RUA BERTIOGA, 210 - JARDIM PAULISTA;19023580;18;32220304;LUCIANA@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
49184057;ELEADE LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;43;30142196;ELEADELTDA@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
54441223;WILIAS FERREIRA CASTRO SERRALHERIA LTDA;RUA ALTEROZA, 80 - VILA BARBEIRO;19013530;18;81397055;SERRALHERIAWQ10@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54495918;YOGA PRUDENTE TERAPIA HOLISTICA LTDA;RUA PEDRO DE OLIVEIRA COSTA, 177 - CENTRO;19010100;18;97998884;CANTERO.FRED@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54515407;LAPEMA TRANSPORTES LTDA;AVENIDA ALBERTO BONFIGLIOLI-CDOR, 500 - JARDIM ITAIPU;19063390;18;91077388;LAPEMATRANSPORTES@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
24524797;viacao marlim ltda;AVENIDA BRASIL, 1360 - VILA SAO JORGE;19013000;69;92561925;VIACAOMARLIN@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54713753;V.M.V CONSTRUCOES LTDA;AVENIDA DA SAUDADE, 535 - JARDIM MORISHITA;19050310;18;97774433;VALDIRENE301070@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54767651;MASTER BURGUER LANCHONETE LTDA;AVENIDA DOUTOR ODILO ANTUNES DE SIQUEIRA, 400 - CONJUNTO HABITACIONAL ANA JACINTA;19064080;18;96964976;ESCRITORIO.TCCONTABIL@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54786240;GOUVEIA E TEIXEIRA SPE LTDA;RUA HYGINO LANGHI, 511 - RESIDENCIAL SAO MARCOS;19023680;18;81021831;SLCRUZEIRO@UOL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
54808756;SL ARQUITETURA LTDA;RUA FRANCISCO MARTINEZ GARCIA, 43 - JARDIM ITAPURA;19035070;18;97252790;SAULOLUZ.AU@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54907087;GIZELLY M FERRARI SERVICOS DE PSICOLOGIA LTDA;RUA DOS PARDAIS, 218 - VILA CRISTINA;19013410;18;81310011;GIZELLY.FERRARI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54909931;TAJ MAHAL BRASIL INVESTIMENTOS LTDA;RUA VALTER CANDIDO RABELO JUNIOR, 57 - RESIDENCIAL QUINTA DAS FLORES;19053843;18;97723299;TAJMAHALEMPREENDIMENTOS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54910085;BELETATO TECHNOLOGIES LTDA;AVENIDA PAULO MARCONDES, 885 - JARDIM ELDORADO;19025000;18;91721005;BRENOBELETATO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
11111763;KM PRUDENTE ALIMENTOS LTDA;RUA SIQUEIRA CAMPOS, 1545 - VILA ROBERTO;19013030;18;88230352;KFCPARQUESHOPPING@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
54968158;VIEIRA & JORGE ADMINISTRACAO E PARTICIPACOES LTDA;RUA DOS LIRIOS, 134 - CECAP;19065340;18;32212233;VALDECIR.JORGE.JORGE@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55016440;TREVISAN CONSULTORIA E SERVICOS AGROPECUARIOS LTDA;RUA GENERAL OSORIO, 249 - VILA MACHADINHO;19020630;18;81593837;GUSTAVOTREVISAN@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55227626;J.M OLIVEIRA AGUIAR SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55244492;R.M. CALDERAN LANCHONETE E CAFETERIA LTDA;AVENIDA MANOEL GOULART, 141 B - VILA NOVA;19010270;18;97371520;EPRURAL@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55254150;EQUITY ADMINISTRACAO E PARTICIPACAO LTDA;RODOVIA ASSIS CHATEAUBRIAND, S/N - VILA MARIA;19053680;18;39045285;CONTABIL@PRUDENTEC.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55259534;IRX ARQUITETURA LTDA;RUA PASTOR JORGE, 582 - VILA LIBERDADE;19050270;17;91067167;GESTAO.RCXGROUP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55287137;PROTEIN SUPPLEMENTS LTDA;RUA AURORA LISBOA, 256 - JARDIM MARACANA;19026420;18;98173255;PROTEINSUPPLEMENTS@OUTLOOK.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55305799;SFERA AGRONEGOCIOS LTDA;AVENIDA JOAO RAMOS ESCUDEIRO, 374 - PORTO SEGURO RESIDENCE;19066396;18;81305220;HECTOR-RIBEIRO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
22854204;MOVIMENTARE FISIOTERAPIA E REABILITACAO LTDA;AVENIDA MIGUEL DAMHA, 429 - PARQUE RESIDENCIAL DAMHA;19053681;18;32214314;DATACON@IFTNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55405819;MONTE SIAO VENDAS CONSORCIOS LTDA;RUA SAO BENTO, 269 - JARDIM PETROPOLIS;19060380;18;91667951;ANDRETCPANTAROTTO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55424573;MARC ELEV COMERCIO E MANUTENCAO DE ELEVADORES LTDA;RUA LUIZ ALVES DOS SANTOS, 320 - JARDIM EVEREST;19065030;18;81472601;ROGERIOSALVATO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53753049;SERVICOS ODONTOLOGICOS NATALIA LIMA ZAIA LTDA;AVENIDA PAULO MARCONDES, 835 - JARDIM ELDORADO;19025000;31;35667988;CADASTRO@AGILITCONSULTORIA.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55444237;I J SPORTS LTDA;RUA ANTONIO CARNEIRO DE ANDRADE, 280 - CONJUNTO HABITACIONAL ANA JACINTA;19064480;18;81568065;IJSPORTS10@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
27422908;D P FERNANDES LTDA;AVENIDA DOMINGOS FERREIRA DE MEDEIROS, 500 - RESIDENCIAL PARQUE DOS GIRASSOIS;19062336;67;34417109;METTA_CONTABILIDADE@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55589256;HENRIQUE ALVES DA SILVA ARTIGOS DE VIAGEM LTDA;RUA MATHIAS BERNHART, 239 - JARDIM RIO 400;19053220;18;32225785;JOPAMA@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55670559;M.P GOMES SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55671485;CAMARGO, TSUTSUMI E PETUCCO LTDA;RUA ANTONIO ESCOBOSA RODRIGUES, 500 - CONDOMINIO RESIDENCIAL JARDINS DE ANAHY;19070120;18;32039680;PHYSIONEFISIOTERAPIA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55771291;TRANSPORTADORA PRESENTE LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;45;88185838;TRANSPORTADORAREAL2024@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55818006;AYRTON ALTAFINE ZANATA SERVICOS ADMINISTRATIVOS LTDA;RUA ANTONIO MORENO, 48 - PARQUE RESIDENCIAL MART VILLE;19068108;18;97534929;AYRTONZANATA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55869339;DBB COMERCIO DE ROUPAS LTDA;RUA DOZE DE OUTUBRO, 1361 - VILA DO ESTADIO;19015090;18;39045285;CONTABIL@PRUDENTEC.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55893089;V MAX PINTURAS LTDA;RUA JACOB PAULINO DA COSTA, 132 - RESIDENCIAL MINERVA I;19026165;18;97470010;VICTORFILITTO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55965967;LUIZ GUILHERME MAGALHAES ALBIERI SERVICOS MEDICOS LTDA;RUA HILARIO MARQUES, 295 - PARQUE RESIDENCIAL DAMHA II;19053766;18;21040700;CADASTRO@ESCRITORIOGARCIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56036010;GMAX ECOMMERCE LTDA;AVENIDA ANA JACINTA, 3016 - RESIDENCIAL GREEN VILLE;19068200;18;97921065;GUILHERME.FRANCELINO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56100897;NATSUMI YAMAZAKI SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56105443;KYOTO DISTRIBUIDORA DE IMPORTADOS E ALIMENTOS LTDA;RUA PROFESSOR JAIME SOARES, 340 - VILA FORMOSA;19053290;18;97256663;CONTATO.ALCANTU@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
46623319;RUBENS FERREIRA LOBO NETO & CIA LTDA;AVENIDA GUSTAVO ANTONIO MARCELINO, 695 - JARDIM PRUDENTINO;19064603;11;99690747;NETORUBENS594@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56184675;J.V FAUSTINO DE LIMA SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56185131;2MDB ENGENHARIA LTDA;RUA ANTONIO MANOEL NOGUEIRA, 48 - JARDIM NOVO PRUDENTINO;19064752;18;97444004;2MDB.ENGENHARIA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56236601;PERFECTA PROMOTORA DE VENDAS LTDA;RUA DOUTOR GURGEL, 311 - CENTRO;19010020;18;97373633;CONTATO@PERFECTAPROMOTORA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56307254;M. G. O MINZONI NEGOCIOS IMOBILIARIOS LTDA;RUA JORGE GUSHIKEN, 380 - JARDIM CINQUENTENARIO;19061410;18;91137379;CONTABIL.LARISSA@PRUDENTEC.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
30230891;NEW YORK STORE MULTIMARCAS LTDA;AVENIDA MANOEL GOULART, 2.400 - JARDIM DAS ROSAS;19060000;18;32231142;LUKASEMEPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56421395;M & M HF COMERCIO DE CEBOLAS LTDA;RUA MANOEL CRUZ, 36 - RESIDENCIAL MINERVA I;19026168;18;97052760;MEMHFCEBOLAS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56424758;RP SOLUCOES DE SOFTWARE LTDA;RUA VICENTE CAETANO ARAUJO, 142 - JARDIM ELDORADO;19026090;18;91970330;RAFAEL.PVEIGA@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56441486;CLINICA MEDICA BARBARA MAZARO ESPINOSSA LTDA;RUA FRANCISCO PEREIRA BEZERRA, 239 - RESIDENCIAL PARQUE DOS GIRASSOIS;19062304;18;39026466;ESCVIG@ESCRITORIOVIGILANTE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56873431;M. MUSSA SERVICOS MEDICOS LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 556 - VILA MARISTELA;19020120;18;32220304;CONTATO@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56885349;CESAR SALOMAO DOS SANTOS FAVARETO LTDA;RUA JOSE ALFREDO DA SILVA, 790 - JARDIM PAULISTA;19023210;18;96589200;CONT-TEC@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55704401;INPLUG TECNOLOGIA EM SISTEMAS LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 1078 - CENTRO;19010080;18;32731644;EAMARILDO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56954156;SERVICOS ODONTOLOGICOS PAMELLA FERNANDES ALEXANDRINO LTDA;RUA SANTO BRUGNOLI, 100 - PARQUE SAO MATHEUS;19025160;31;31574306;CADASTRO@SINAXYSCONTABILIDADE.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57052204;RM SAUDE INTENSIVA  LTDA;RUA DOUTOR JOSE DE SALLES MACUCO, 43 - JARDIM MORUMBI;19060764;48;96945354;RAFAELA_MAROTO@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57068221;AGRO MAQ NOVOS E USADOS LTDA;RUA FRANCISCO MACHADO DE CAMPOS, 83 - VILA NOVA;19010300;18;39288030;ARMANDODIMENSAO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57089950;LMGE CONSTRUCOES LTDA;RUA SIQUEIRA CAMPOS, 1092 - VILA NOVA;19010062;18;96779494;LUIS_CORPUS1977@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57149766;TIBIRICA TREINAMENTO, DESENVOLVIMENTO, EDUCACAO PROFISSIONAL LTDA;RUA ROMEU CIABATARI JUNIOR, 39 - CENTRAL PARK RESIDENCE;19060712;18;97616830;REITOR@TOLEDOPRUDENTE.EDU.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57149868;MARIE APOIO E GESTAO ADMINISTRATIVA LTDA;RUA ROMEU CIABATARI JUNIOR, 39 - CENTRAL PARK RESIDENCE;19060712;18;97629767;DUDA@TOLEDOPRUDENTE.EDU.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55175687;AVITH COMERCIO E IMPORTACAO LTDA;RUA ALBERT SCHEITZER, 124 - VILA FORMOSA;19050030;18;81935678;VINICIUSLEITEJACOMELLI@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57175337;C&R SHOP LTDA;RUA ANGELO ROBERTO BARBOSA, 492 - JARDIM VALE DO SOL;19063590;18;81958664;MATEUSC06@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57187430;CONSTRUTORA NT MENDES LTDA;RUA EDIVAR DE OLIVEIRA, 247 - JARDIM ITAPURA;19042180;18;39045285;CONTABIL@PRUDENTEC.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57220025;NWM ASSESSORIA EMPRESARIAL LTDA;RUA MAURILIO LUCIANO LOPES, 1259 - JARDIM NOVO BONGIOVANI;19026665;18;32212233;NATALIAWANDERLEY9@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57358606;R CARLOS DE OLIVEIRA REPRESENTACOES COMERCIAIS LTDA;RUA CAROLINA LANER BONGIOVANI, 1277 - JARDIM NOVO BONGIOVANI;19026660;18;97811643;BETOOLIVEIRA1977@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57428909;DEX COMERCIO DE PRODUTOS LTDA;RUA MIGUEL VERDEREZZI DI COLLA, 249 - JARDIM EVEREST;19065260;18;97539386;ANDRE.OLIVEIRA.GALLINDO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57444536;SAFEX CORRETORA DE SEGUROS LTDA;RUA DOLMEIA DA SILVA ESPINHOSA, 186 - PARQUE SHIRAIWA;19063050;18;96866722;BRENOTELES37@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57445087;VELASQUE- SERVICOS VETERINARIOS LTDA;RUA MANAUS, 174 - JARDIM BRASILIA;19046190;18;81740876;ATENDIMENTO@ESCMARCO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57445476;STUDIO JOTALE BRASILINOS LTDA;RUA JOAQUIM NABUCO, 729 - CENTRO;19010071;44;99252605;FAB1ANOSAC@OUTLOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57463451;MAIA CLEAN ESTETICA AUTOMOTIVA LTDA;RUA VEREADOR FRANCISCO LOPES, 327 - JARDIM ALTO DA BOA VISTA;19053400;18;39174050;CONTATO@FERNANDESCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57489538;MATHEUS TOLEDO CORRETORA DE SEGUROS LTDA;RUA SUHAIL TAUFIK TUMA, 29 - RESIDENCIAL DAMHA BELVEDERE;19054024;11;58251835;MATHEUS.TOLEDO10@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57546220;MARI SHOP BR LTDA;RUA GUILHERME DE CARVALHO WHITAKER, 110 - JARDIM BONGIOVANI;19050370;18;97212996;MARIANAISADORAJS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57566996;JHAN SOLUCOES NA PRATICA LTDA;RUA JOSE DRIMEL, 260 - JARDIM BONGIOVANI;19050330;18;32225785;JOPAMA@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57581083;TD GESTAO FINANCEIRA LTDA;RUA AUGUSTO JESUS, 103 - VILA JESUS;19020020;18;97811930;TDEMPRESA01@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57581160;COMUNICA MULTI LTDA;RUA JESUS FERNANDES MEIDAS, 200 - VIDA NOVA PRESIDENTE PRUDENTE III;19044377;18;96791300;FONOJEFERNANDES@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53339562;CENTRO DE ENSINO BILINGUE DE PRESIDENTE PRUDENTE LTDA;AVENIDA MIGUEL DAMHA, 225 - PARQUE RESIDENCIAL DAMHA;19053681;16;39831272;FORTEC@CONVEX.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57697212;FN BABATA MEDICINA E SAUDE LTDA;RUA ARISTEU BATISTA FILHO, 57 - CENTRAL PARK RESIDENCE;19060716;18;97650590;FELIPE.BABATA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57704619;RD SHALOM TRANSPORTES LTDA;RUA AMELIA SANCHES MATHEUS, 110 - JARDIM CAMBUCI;19045020;18;97990375;DAVISANTOS230599@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57732582;LIFE ONE LTDA;RUA JOSEFA CORDEIRO MARAFON, 74 - JARDIM SANTA FE;19063800;18;98173255;LIFEONESUPPLEMENT@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57830858;VITA FERTILIZANTES LTDA;RUA PAULO MARQUES, 211 - VILA BOA VISTA;19020410;18;97224222;DANIELVISENTINI@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
